,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M,label
3980,-0.46758085,-0.7680693,0.25101954,-0.58585757,-1.6777028,False,True,False,no_failure
3981,-0.84630626,-0.0300462,0.008664431,-0.46419176,-1.3505198,False,True,False,no_failure
3982,0.28985354,0.2979613,-0.83497673,1.0431132,-0.9935929,False,True,False,no_failure
3983,0.66857904,0.707977,0.5516626,-1.1671499,-1.8561662,False,True,False,no_failure
3984,0.019340087,1.4460001,-0.35946992,-0.01808345,-1.335648,False,True,False,no_failure
3985,1.209606,0.21595317,-0.0956403,-0.2208599,-1.6479589,False,True,False,no_failure
3986,-0.1970674,-0.68608624,0.15285039,-0.61965364,0.6720659,False,True,False,no_failure
3987,1.101394,0.13394505,-0.5956895,0.84709597,-1.320776,False,True,False,HDF
3988,1.1555,0.707977,-0.043487936,-0.59261674,-0.7258978,False,True,False,no_failure
3989,1.5342089,1.363992,-0.6294351,1.0836685,-1.5141113,False,True,False,HDF
3990,-1.7660422,-1.5061175,-0.2735719,-0.15326774,-1.4546235,False,False,True,no_failure
3991,0.7767745,0.13394505,-0.10791145,0.022471733,-1.7818065,False,True,False,no_failure
3992,1.5342089,1.9380238,-0.5895539,0.25904423,-0.35409892,True,False,False,no_failure
3993,-0.25117338,1.0359845,-0.42082566,0.24552576,-0.63666606,False,True,False,no_failure
3994,0.993182,0.87199324,-0.4116223,0.29284033,-0.50281847,False,True,False,no_failure
3995,0.45215502,0.4619776,-0.67545193,0.83357745,-0.77051365,False,False,True,no_failure
3996,-1.2250153,-1.0140938,0.66517067,-1.3834449,-1.7520626,False,True,False,no_failure
3997,-0.1429614,1.1179926,-0.07723358,-0.5047469,-1.1125686,False,True,False,no_failure
3998,-1.6037407,-1.178085,-0.2797075,-0.112712555,0.8505294,False,True,False,no_failure
3999,-0.30527937,0.95397633,-0.4576391,0.42802462,0.3448829,False,True,False,no_failure
4000,-0.6298988,0.2979613,0.13137588,-0.26141533,-1.8561662,False,False,True,no_failure
4001,-0.034765907,-0.44006184,0.28783298,-1.0590026,0.2556512,False,False,True,no_failure
4002,0.66857904,-0.0300462,-0.29504642,0.28608122,-1.335648,False,True,False,no_failure
4003,-1.1709257,-1.9161333,-0.5834183,0.63756037,-0.44333065,False,False,True,no_failure
4004,-1.1168197,-1.5881007,0.024003362,-0.6602089,0.7761696,False,True,False,no_failure
4005,0.18164156,0.4619776,-0.55580825,0.88765115,0.8802733,False,True,False,OSF
4006,0.39806554,0.37996945,0.89218694,-1.4848331,-0.88948923,False,True,False,no_failure
4007,-0.7380943,0.2979613,-0.31038535,0.19145209,-1.0084649,False,True,False,no_failure
4008,0.12755208,-0.44006184,0.014800003,-0.63993126,-1.0828247,False,False,True,no_failure
4009,-1.6037407,-0.6040781,-0.23675847,-0.03836104,-1.0976967,False,True,False,no_failure
4010,-2.5775826,-2.982164,0.66517067,-1.3361303,-0.6961539,False,True,False,no_failure
4011,-1.3332273,-1.178085,0.7694754,-1.3361303,0.92488915,False,True,False,no_failure
4012,-0.1429614,1.2000008,-0.22755511,0.090063885,-1.1571845,False,True,False,no_failure
4013,-1.6037407,-1.3421012,-0.6570452,0.3198773,-1.5735991,False,True,False,no_failure
4014,-0.1970674,-0.85007745,0.12217252,-0.7142825,-1.930526,True,False,False,no_failure
4015,-1.3332273,-0.93208563,-0.24902962,-0.5047469,-1.6330869,False,False,True,no_failure
4016,0.23574756,1.8560157,-0.4545713,0.3401549,-0.026915932,False,True,False,no_failure
4017,0.45215502,-0.112054326,0.091494665,-0.3019705,0.79104155,False,True,False,no_failure
4018,-0.1429614,-0.0300462,-0.1416571,-0.13299015,0.8059135,False,False,True,no_failure
4019,-1.2250153,-1.3421012,3.5519576,-2.3838086,-0.8597454,False,False,True,PWF
4020,1.4260135,0.95397633,-0.5650116,0.4483022,0.41924268,False,True,False,HDF
4021,0.9390925,0.7899851,-0.38708,0.5226537,-0.056659844,False,True,False,no_failure
4022,0.019340087,-0.3580537,0.5056458,-1.1198355,-0.056659844,False,False,True,no_failure
4023,1.5883149,1.1179926,-0.11404703,-0.2005823,-0.39871478,False,False,True,no_failure
4024,-0.57579285,0.4619776,0.09456245,-0.3222481,-2.0941176,False,True,False,no_failure
4025,-0.84630626,-1.2600931,-0.32879207,0.035990216,-0.324355,False,True,False,no_failure
4026,-1.2791213,-0.112054326,0.04241008,-0.82918924,-1.4397515,False,True,False,no_failure
4027,-0.034765907,-0.2760706,-0.3410632,0.10358236,-0.08640375,True,False,False,no_failure
4028,-1.8742542,-1.9161333,-0.35640213,-0.35604417,0.59770614,True,False,False,no_failure
4029,0.019340087,1.4460001,0.47803572,-0.727801,-0.6961539,False,False,True,no_failure
4030,0.28985354,0.6259688,0.8983225,-1.1806685,0.79104155,False,True,False,no_failure
4031,0.56036705,0.5439607,-0.46991023,0.20497057,0.73155373,False,True,False,no_failure
4032,-1.1709257,-1.0961019,-0.20301282,0.20497057,0.33001095,False,True,False,no_failure
4033,-0.90041226,-0.2760706,0.09456245,-0.63317215,-1.9156541,False,False,True,no_failure
4034,-1.0627137,-0.52207,-0.12325038,-0.5317839,0.24077924,False,True,False,no_failure
4035,-1.3332273,-1.4241093,-0.14779267,-0.26817444,-1.9156541,False,True,False,no_failure
4036,0.50626105,0.21595317,0.10069802,-0.0856756,0.43411463,False,False,True,no_failure
4037,-0.90041226,-0.112054326,-0.35946992,-0.02484282,0.6125781,False,True,False,no_failure
4038,0.993182,0.95397633,-0.60182506,0.12385996,-0.19050743,False,True,False,no_failure
4039,0.8849865,0.5439607,0.8154923,-1.3699263,-1.4397515,False,True,False,no_failure
4040,1.2636955,0.37996945,-0.35640213,-0.18706381,0.8802733,False,True,False,no_failure
4041,-1.6578467,-1.4241093,0.03320672,-0.3019705,1.0289928,False,True,False,no_failure
4042,0.12755208,-0.44006184,-0.39935115,0.1711745,-2.0346298,True,False,False,no_failure
4043,-0.84630626,-1.5881007,-0.33492765,0.36043248,-1.4992393,False,False,True,no_failure
4044,0.18164156,0.2979613,-0.5834183,0.88089204,0.68693787,False,False,True,no_failure
4045,1.1555,1.7740076,-0.61102843,0.50237614,-1.5141113,False,True,False,no_failure
4046,-1.0086077,0.051961936,0.1497826,-0.6534497,-1.9900138,False,True,False,no_failure
4047,0.07344608,0.4619776,-0.058826864,-0.04512041,0.46385854,True,False,False,no_failure
4048,0.9390925,0.4619776,-0.32879207,0.19821146,-0.44333065,True,False,False,no_failure
4049,-0.84630626,-0.44006184,-0.26436856,-0.14650863,0.5382183,False,False,True,no_failure
4050,0.7226685,0.707977,0.9780849,-1.5118699,-1.6925747,False,False,True,no_failure
4051,-0.6298988,-0.85007745,-0.0741658,-0.59261674,0.07718775,False,True,False,no_failure
4052,0.019340087,1.4460001,0.6436962,-1.2482606,0.969505,False,False,True,no_failure
4053,0.28985354,1.2000008,0.27249405,-0.68724585,0.18129143,False,False,True,no_failure
4054,-0.79220027,-1.2600931,-0.5864861,0.98228025,-0.35409892,False,True,False,no_failure
4055,0.66857904,0.7899851,0.37986657,-0.8900223,0.92488915,False,True,False,no_failure
4056,-0.41347486,-0.44006184,0.0608168,-0.78187466,-0.7853856,False,False,True,no_failure
4057,-1.6578467,-1.2600931,0.27249405,-0.6602089,-0.41358674,False,True,False,no_failure
4058,-0.1970674,-0.52207,0.42895114,-0.8967814,-1.2910321,False,True,False,no_failure
4059,-0.52168685,-1.178085,3.1562133,-2.2283466,0.52334636,False,True,False,PWF
4060,0.9390925,0.7899851,-0.22448733,0.41450614,0.4489866,False,True,False,no_failure
4061,-0.90041226,-0.2760706,-0.2551652,-0.21410078,-1.7966784,False,True,False,no_failure
4062,1.6424209,1.6920245,0.9136614,-1.5118699,-0.5176904,False,False,True,no_failure
4063,0.12755208,0.37996945,0.41054443,-0.79539317,-0.8151295,False,True,False,no_failure
4064,-0.90041226,-0.3580537,0.18966381,-0.065398,-1.9751419,False,True,False,no_failure
4065,-1.7119527,-1.178085,-0.2766397,-0.21410078,0.13667557,True,False,False,no_failure
4066,1.3178015,0.87199324,-0.16313161,-0.55882066,-1.0530808,False,False,True,no_failure
4067,-1.9283602,-1.5061175,-0.1416571,-0.4574324,0.49360245,True,False,False,no_failure
4068,-0.6839883,-1.0961019,0.2602229,-1.0049288,0.5530903,False,True,False,no_failure
4069,1.6424209,2.3480394,0.2632907,-0.8089116,-0.2648672,False,True,False,no_failure
4070,-1.7660422,-1.2600931,0.12830809,-0.87650377,-0.88948923,False,True,False,no_failure
4071,0.28985354,0.707977,-0.037352365,0.06302718,-0.4582026,False,False,True,no_failure
4072,-0.7380943,-1.3421012,-0.4576391,0.6443195,0.22590728,False,True,False,no_failure
4073,0.9390925,0.87199324,1.0823897,-1.4848331,-0.66640997,False,False,True,no_failure
4074,-0.79220027,-0.6040781,0.5301881,-1.072521,-0.88948923,False,True,False,no_failure
4075,0.34395954,1.0359845,0.03320672,-0.49122846,-1.320776,False,True,False,no_failure
4076,-0.95450175,-0.0300462,0.5301881,-0.95085514,-1.3802637,False,False,True,no_failure
4077,0.8849865,0.4619776,-0.49445254,0.22524816,-1.5289832,False,True,False,HDF
4078,-0.90041226,-0.3580537,-0.22141954,-0.07891648,-1.6777028,False,False,True,no_failure
4079,-1.1168197,-0.3580537,1.0731863,-1.5862213,0.38949877,False,False,True,no_failure
4080,0.28985354,1.6100163,0.19886717,-0.92381835,-1.3951356,False,True,False,no_failure
4081,-1.2791213,-1.9981164,0.44122228,-1.2415013,0.017699929,False,True,False,no_failure
4082,0.019340087,1.5280082,-0.42389345,0.5496904,-1.7371906,False,False,True,no_failure
4083,0.07344608,0.13394505,-0.32572427,0.31311792,-1.7669345,False,True,False,no_failure
4084,0.8308805,0.4619776,1.9536409,-1.9039044,-1.8859102,False,False,True,no_failure
4085,-0.84630626,-0.0300462,-0.60182506,0.5834865,0.6125781,True,False,False,no_failure
4086,0.8308805,-0.112054326,0.44122228,-1.1739092,0.68693787,False,True,False,no_failure
4087,0.019340087,-0.3580537,0.21113832,-1.0454842,0.8059135,False,True,False,no_failure
4088,1.2636955,0.37996945,0.29703635,-0.54530215,0.9397611,False,True,False,no_failure
4089,0.12755208,1.2820089,-0.06496244,-0.5115061,0.9100172,False,True,False,no_failure
4090,0.45215502,0.37996945,-0.19074169,0.13737842,-0.5920502,False,True,False,no_failure
4091,-0.46758085,-1.0140938,-0.301182,0.48885766,-0.35409892,False,True,False,no_failure
4092,-1.2250153,-0.93208563,-0.089504726,-0.5182654,-0.33922696,False,True,False,no_failure
4093,-1.0627137,-1.752117,0.31851083,-1.0927987,0.24077924,False,True,False,no_failure
4094,-0.84630626,-0.85007745,4.1133623,-2.7961206,-0.01204398,False,True,False,PWF
4095,-0.1429614,-0.52207,0.13444367,-0.8494668,0.5828342,False,False,True,no_failure
4096,-1.7119527,-1.4241093,-0.15699603,0.0495087,-1.1720564,False,True,False,no_failure
4097,0.45215502,0.707977,0.057749014,-0.6128943,0.92488915,False,True,False,no_failure
4098,0.66857904,0.4619776,1.5425576,-1.6943687,-2.0643737,False,True,False,no_failure
4099,1.101394,0.21595317,1.3707616,-1.7349241,-1.3951356,False,True,False,no_failure
4100,-1.4414393,-1.0961019,-0.30424976,0.24552576,-0.63666606,False,True,False,no_failure
4101,0.61447304,0.4619776,-0.2797075,-0.16002712,0.4787305,False,True,False,no_failure
4102,-0.0888719,1.4460001,-0.2797075,-0.2952114,0.59770614,False,False,True,no_failure
4103,-0.35938537,0.051961936,0.16205375,-0.8562262,0.35975486,True,False,False,no_failure
4104,0.66857904,0.2979613,0.008664431,-0.7615971,0.5530903,False,True,False,no_failure
4105,1.101394,0.13394505,-0.22755511,-0.13299015,0.032571882,False,True,False,no_failure
4106,-0.52168685,-0.68608624,-0.23982626,0.015712624,-2.0643737,False,True,False,no_failure
4107,-0.41347486,0.87199324,-0.515927,0.41450614,0.4787305,False,True,False,no_failure
4108,1.0472881,1.5280082,-0.660113,0.21172969,-1.9007821,False,True,False,no_failure
4109,0.18164156,1.8560157,-0.08336916,-0.46419176,-0.963849,False,True,False,no_failure
4110,-1.3332273,-2.0801246,0.22340947,-0.93057746,-0.38384283,True,False,False,no_failure
4111,-1.3873333,-1.752117,-0.68772304,1.1445014,-1.5289832,False,True,False,no_failure
4112,1.8588284,2.5940387,-0.38708,0.38071007,-0.33922696,False,True,False,no_failure
4113,-1.0627137,-0.2760706,-0.16006382,-0.3425257,0.19616337,False,True,False,no_failure
4114,-1.8201482,-1.5881007,-0.5189948,0.7186708,-0.2648672,False,True,False,no_failure
4115,-0.79220027,-1.4241093,0.045477867,0.10358236,0.28539512,False,False,True,no_failure
4116,1.0472881,0.051961936,-0.3686733,0.5226537,0.46385854,False,True,False,no_failure
4117,-1.4955287,-1.5881007,-0.4607069,0.50237614,0.27052316,False,False,True,no_failure
4118,-0.7380943,-1.2600931,-0.06496244,-0.05863889,0.6125781,False,False,True,no_failure
4119,1.6965269,2.2660313,-0.12325038,-0.30872962,-0.1310196,False,True,False,no_failure
4120,-1.2250153,-1.5061175,0.5148492,-0.9440959,0.8654013,False,True,False,no_failure
4121,-2.523493,-2.9001558,-0.12325038,-0.18706381,-0.77051365,False,False,True,no_failure
4122,0.07344608,1.6920245,2.0057933,-1.8565899,-0.7258978,False,False,True,no_failure
4123,-1.7660422,-1.2600931,-0.0956403,-0.38984025,1.0438647,False,True,False,no_failure
4124,0.34395954,0.5439607,0.26942626,-0.8832629,-0.36897087,False,True,False,no_failure
4125,-1.7119527,-1.178085,-0.16619939,-0.5115061,-1.7371906,False,False,True,no_failure
4126,1.209606,0.4619776,-0.37480885,0.7930223,-1.8561662,False,True,False,no_failure
4127,0.61447304,-0.19406246,0.6927808,-1.0049288,-0.9043612,False,False,True,no_failure
4128,1.5883149,1.4460001,-0.6815875,1.2120936,-1.2612882,False,True,False,HDF
4129,-2.523493,-2.9001558,0.37986657,-0.727801,-0.4284587,False,True,False,no_failure
4130,-0.90041226,-0.19406246,0.017867789,-0.26141533,-1.6925747,True,False,False,no_failure
4131,-0.84630626,-0.68608624,0.44429007,-0.91029984,-0.7556417,False,True,False,no_failure
4132,-1.1709257,-0.85007745,0.22340947,-0.39659962,-1.8710382,False,True,False,no_failure
4133,0.12755208,0.4619776,-0.43923238,0.0495087,-1.603343,False,False,True,no_failure
4134,-2.2529798,-2.4901402,0.04241008,-0.82243013,0.10693166,False,False,True,no_failure
4135,0.23574756,0.95397633,0.45349345,-1.1536316,0.5828342,True,False,False,no_failure
4136,-0.79220027,-0.19406246,0.08535909,-0.77511555,1.0438647,False,True,False,no_failure
4137,0.28985354,0.6259688,0.4872391,-1.0927987,-1.1869284,False,True,False,no_failure
4138,-1.0627137,-0.52207,-0.6938586,1.4013513,-1.9602699,False,True,False,PWF
4139,-0.6839883,-1.4241093,-0.5834183,0.35367337,-1.305904,False,False,True,no_failure
4140,0.8849865,0.707977,-0.5189948,0.23876664,0.7761696,False,True,False,no_failure
4141,1.8588284,2.5120556,0.26942626,-0.36280355,-0.963849,False,False,True,no_failure
4142,0.993182,1.363992,-0.46377465,0.69163406,0.95463306,False,True,False,OSF
4143,1.8588284,2.020032,-0.28891084,0.50237614,0.41924268,False,True,False,no_failure
4144,-1.6037407,-1.5881007,-0.31038535,0.1711745,-0.5325624,False,True,False,no_failure
4145,1.2636955,1.7740076,-0.47297803,0.21172969,1.1479684,False,True,False,no_failure
4146,0.34395954,0.95397633,0.31237528,-0.7007643,-1.6330869,False,True,False,no_failure
4147,-1.2250153,-0.6040781,-0.344131,0.035990216,-1.0084649,False,False,True,no_failure
4148,0.993182,0.7899851,0.21113832,-1.0860394,-0.04178789,False,True,False,no_failure
4149,-0.46758085,-0.7680693,0.23568061,-0.6534497,-1.618215,True,False,False,no_failure
4150,0.993182,0.95397633,-0.24902962,-0.28169292,-0.71102583,False,True,False,no_failure
4151,-1.1168197,-0.6040781,-0.02508122,-0.7210419,-1.3802637,True,False,False,no_failure
4152,0.66857904,-0.0300462,-0.2735719,-0.13299015,-1.2315443,False,False,True,no_failure
4153,-1.2791213,-1.9981164,-0.26130077,-0.3425257,0.047443837,False,False,True,no_failure
4154,-1.0627137,-0.2760706,0.22340947,-0.7345604,0.8802733,False,True,False,no_failure
4155,-1.1709257,-1.8341252,-0.3717411,0.12385996,-0.66640997,False,True,False,no_failure
4156,0.50626105,0.707977,0.65289956,-1.3699263,0.5679622,False,True,False,no_failure
4157,-0.90041226,-1.6701089,-0.14779267,0.50913525,-1.7223186,False,True,False,no_failure
4158,-0.95450175,-0.44006184,-0.23982626,0.65107864,0.7464257,False,True,False,no_failure
4159,-0.7380943,-1.5881007,-0.21528398,0.008953255,-0.47307456,True,False,False,no_failure
4160,0.56036705,0.21595317,-0.5220626,0.6037643,0.13667557,False,False,True,no_failure
4161,0.12755208,-0.3580537,0.008664431,-0.52502453,-1.0530808,False,False,True,no_failure
4162,0.56036705,0.2979613,-0.40241894,0.6037643,0.642322,False,True,False,no_failure
4163,-1.0086077,-0.44006184,-0.089504726,-0.6128943,0.7166818,False,True,False,no_failure
4164,0.18164156,1.4460001,0.12217252,-0.9576144,-1.8264223,False,True,False,no_failure
4165,1.6424209,1.1179926,0.3338498,-0.8427077,-1.0530808,True,False,False,no_failure
4166,0.34395954,0.4619776,-0.46991023,-0.17354535,-0.4879465,False,False,True,no_failure
4167,-0.1429614,-0.2760706,-0.37480885,0.59700495,-1.5587271,False,True,False,no_failure
4168,-1.4955287,-0.93208563,-0.26743633,-0.28169292,-1.9007821,False,False,True,no_failure
4169,-0.034765907,1.2820089,-0.12938596,-0.41011783,0.6125781,False,False,True,no_failure
4170,-0.25117338,-0.68608624,2.3708599,-2.0052927,0.38949877,False,False,True,no_failure
4171,-1.1168197,-0.68608624,0.5332559,-1.0184473,-0.4879465,True,False,False,no_failure
4172,0.019340087,-0.2760706,-0.60182506,1.8136638,0.22590728,True,False,False,PWF
4173,-0.30527937,0.95397633,-0.2306229,-0.3222481,0.37462682,False,False,True,no_failure
4174,1.1555,1.2000008,0.1712571,-0.7615971,0.5679622,False,True,False,no_failure
4175,1.101394,1.1179926,0.3246464,-0.67372733,-1.4843674,True,False,False,no_failure
4176,-1.6037407,-1.0140938,-0.39935115,0.09682325,0.642322,False,True,False,no_failure
4177,-1.6578467,-1.178085,0.631425,-1.2955751,0.21103533,True,False,False,no_failure
4178,-0.95450175,-0.44006184,-0.81657004,0.75246686,-0.2946111,False,False,True,no_failure
4179,0.45215502,0.6259688,1.9781833,-1.9309412,-0.01204398,False,True,False,no_failure
4180,-0.6298988,-1.3421012,-0.4116223,-0.25465596,-1.6925747,False,False,True,no_failure
4181,1.9670404,2.5940387,0.49030688,-1.1265948,0.21103533,False,False,True,no_failure
4182,0.50626105,0.4619776,-0.034284577,-0.5182654,-0.7258978,False,True,False,no_failure
4183,0.9390925,0.21595317,0.6835774,-1.2077053,0.38949877,False,True,False,no_failure
4184,1.6424209,1.8560157,-0.62023175,0.5564498,0.49360245,False,False,True,no_failure
4185,1.8047224,2.020032,0.65903515,-1.356408,0.15154752,False,True,False,no_failure
4186,-0.46758085,0.051961936,-0.14472489,-0.2208599,-0.9341051,False,True,False,no_failure
4187,1.2636955,1.6920245,0.49644244,-1.0184473,-1.2761601,False,True,False,no_failure
4188,-1.5496347,-1.0140938,-0.26743633,-0.18706381,0.92488915,False,False,True,no_failure
4189,-0.0888719,-0.3580537,-0.2091484,-0.3019705,-0.071531795,True,False,False,no_failure
4190,1.0472881,0.13394505,-0.00053892826,-0.97113276,-0.33922696,False,True,False,no_failure
4191,0.50626105,0.2979613,-0.93007815,0.98903936,-0.60692215,False,False,True,no_failure
4192,0.8308805,-0.112054326,-0.21835175,0.19145209,0.5530903,False,True,False,no_failure
4193,-0.1970674,-0.112054326,-0.028149005,-0.28845203,0.62745005,False,True,False,no_failure
4194,-2.361175,-2.6541564,0.063884586,-0.90354073,-1.6479589,True,False,False,no_failure
4195,0.23574756,1.0359845,-0.26436856,-0.03836104,-0.38384283,False,False,True,no_failure
4196,1.101394,1.0359845,0.35532427,-0.7413195,0.19616337,False,False,True,no_failure
4197,-0.30527937,0.87199324,0.18046045,-0.7075234,0.27052316,False,False,True,no_failure
4198,-1.4955287,-1.0140938,0.5976794,-1.2685381,0.73155373,False,True,False,no_failure
4199,-0.30527937,-0.0300462,0.49337468,-1.1401131,0.79104155,False,True,False,no_failure
4200,-2.1988738,-2.326149,0.0608168,-0.5790982,-1.0233369,True,False,False,no_failure
4201,2.0211463,2.676047,0.67437404,-1.5051106,-0.8597454,False,True,False,no_failure
4202,0.12755208,1.363992,-0.30731755,0.06978629,-0.36897087,False,True,False,no_failure
4203,-2.0365558,-1.752117,0.045477867,-0.61965364,0.98437697,False,True,False,no_failure
4204,-1.3873333,-2.1621327,0.3890699,-1.0252066,1.0141208,False,False,True,no_failure
4205,-0.84630626,0.051961936,1.3830327,-1.5389067,0.16641948,False,True,False,no_failure
4206,-0.25117338,0.87199324,-0.5189948,-0.12623103,0.92488915,False,True,False,no_failure
4207,-0.1429614,1.2820089,-0.37787664,0.28608122,-1.0828247,False,False,True,no_failure
4208,0.07344608,0.2979613,-0.15392825,-0.55882066,-0.6812819,False,True,False,no_failure
4209,0.39806554,1.0359845,0.72652644,-1.2144645,-2.0495017,False,True,False,no_failure
4210,0.66857904,0.37996945,-0.35026658,0.0021941431,-0.47307456,False,True,False,no_failure
4211,-1.1709257,-0.3580537,-0.11097924,-0.112712555,0.43411463,False,True,False,no_failure
4212,1.3719075,0.7899851,0.014800003,-0.35604417,0.52334636,False,True,False,no_failure
4213,-2.6316886,-3.3101714,-0.40241894,0.015712624,-0.4582026,False,True,False,no_failure
4214,-0.41347486,-0.93208563,0.2602229,-0.87650377,0.10693166,False,True,False,no_failure
4215,-0.25117338,-0.52207,0.6375606,-1.3496488,-1.588471,False,True,False,no_failure
4216,-1.6037407,-1.4241093,0.83696675,-1.4915923,-1.7223186,True,False,False,no_failure
4217,-1.8201482,-1.6701089,0.71732306,-1.0590026,0.92488915,False,True,False,no_failure
4218,-1.6037407,-0.68608624,0.31544307,-0.8494668,-1.0382088,False,True,False,no_failure
4219,0.61447304,0.5439607,0.631425,-1.3023342,0.0920597,False,True,False,no_failure
4220,1.8047224,2.10204,0.97501713,-1.227983,0.5530903,False,True,False,no_failure
4221,-0.90041226,-1.4241093,-0.11097924,-0.4574324,-2.0197577,False,True,False,no_failure
4222,-1.1709257,-1.9161333,-0.10791145,-0.26817444,-1.945398,False,False,True,no_failure
4223,0.8308805,-0.19406246,-0.6509096,0.7862629,0.79104155,False,True,False,HDF
4224,0.66857904,0.707977,1.5210831,-1.8025162,0.5382183,True,False,False,no_failure
4225,0.34395954,1.7740076,-0.10484367,-0.7480786,-0.324355,False,True,False,no_failure
4226,-0.6298988,-0.68608624,-0.15086046,0.0021941431,-1.5141113,False,False,True,no_failure
4227,-0.46758085,-0.6040781,0.37679878,-0.8832629,0.017699929,False,True,False,no_failure
4228,0.8308805,0.21595317,-0.22141954,-0.17354535,0.3448829,False,True,False,no_failure
4229,-1.4414393,-1.5061175,-0.26130077,0.27932185,0.6720659,False,True,False,no_failure
4230,0.7767745,0.37996945,-0.13858931,0.12385996,0.52334636,False,False,True,no_failure
4231,-1.7660422,-1.8341252,0.030138934,-0.68048644,0.79104155,False,False,True,no_failure
4232,-1.4955287,-0.44006184,0.027071148,-0.727801,0.13667557,False,True,False,no_failure
4233,0.019340087,1.2000008,-0.13552153,-0.46419176,0.82078546,False,False,True,no_failure
4234,0.28985354,1.4460001,-0.20301282,-0.27493355,-1.6479589,False,True,False,no_failure
4235,1.0472881,0.87199324,-0.21528398,0.13061932,0.15154752,False,True,False,no_failure
4236,0.34395954,-0.44006184,-0.05575908,0.19821146,0.24077924,False,True,False,no_failure
4237,-0.6298988,-1.3421012,0.7725432,-1.3428895,-1.3653917,False,True,False,no_failure
4238,-0.79220027,0.051961936,-0.012810074,-0.7210419,-0.6217941,False,True,False,no_failure
4239,1.5883149,1.4460001,0.03320672,-0.54530215,0.8802733,False,True,False,no_failure
4240,1.0472881,-0.0300462,0.23568061,-1.1536316,0.52334636,True,False,False,no_failure
4241,0.45215502,0.707977,-0.54967266,0.9011696,-0.14589156,True,False,False,no_failure
4242,-1.1709257,-1.5061175,-0.2336907,-0.14650863,0.4787305,False,True,False,no_failure
4243,0.019340087,1.2000008,0.063884586,0.12385996,0.18129143,False,True,False,no_failure
4244,-1.6578467,-1.178085,-0.3625377,-0.38984025,-0.44333065,False,True,False,no_failure
4245,1.6424209,1.7740076,-0.4116223,0.20497057,-1.618215,True,False,False,no_failure
4246,-0.84630626,-0.0300462,-0.6355707,0.73218924,0.40437073,False,False,True,no_failure
4247,0.18164156,0.37996945,0.45656124,-1.1874276,-0.963849,False,False,True,no_failure
4248,-1.1168197,-1.752117,0.2602229,-0.91705894,0.15154752,False,True,False,no_failure
4249,1.3719075,0.7899851,-0.09257252,-0.2005823,-0.5325624,False,False,True,no_failure
4250,-0.90041226,0.2979613,-0.17233497,0.029231103,0.9397611,False,True,False,no_failure
4251,-1.5496347,-1.4241093,0.1497826,-0.5182654,-0.7556417,False,False,True,no_failure
4252,-0.1429614,1.2820089,0.10069802,-0.315489,-1.4843674,False,True,False,no_failure
4253,-1.2791213,-1.752117,1.2388468,-1.701128,-1.7074467,False,False,True,no_failure
4254,0.993182,1.2000008,0.44429007,-0.78863406,-0.071531795,False,True,False,no_failure
4255,0.7767745,0.6259688,0.1497826,-0.91029984,0.65719396,False,False,True,no_failure
4256,-0.6839883,-1.3421012,1.063983,-1.2820567,-0.08640375,False,True,False,no_failure
4257,1.8588284,2.5120556,-0.5220626,0.08330477,-2.1089895,False,False,True,no_failure
4258,-0.79220027,-1.2600931,-0.4361646,0.12385996,0.28539512,False,True,False,no_failure
4259,1.0472881,1.5280082,-0.13245374,-0.42363632,-1.8710382,True,False,False,no_failure
4260,0.56036705,0.21595317,-0.1416571,-0.41011783,-1.3505198,False,True,False,no_failure
4261,-0.25117338,1.0359845,0.25715512,-0.49122846,0.6125781,False,True,False,no_failure
4262,0.993182,1.4460001,-0.26436856,0.40098792,0.43411463,False,True,False,no_failure
4263,0.18164156,-0.44006184,0.07922352,-0.24789685,0.62745005,False,False,True,no_failure
4264,-1.3873333,-1.9981164,-0.6509096,0.6240419,-0.8448734,False,True,False,no_failure
4265,-0.034765907,1.2820089,-0.1846061,-0.4303957,0.27052316,False,True,False,no_failure
4266,-1.6578467,-1.752117,-0.50672364,0.61728257,-1.2018003,False,False,True,no_failure
4267,0.66857904,-0.0300462,-0.06189465,-0.4303957,-1.305904,False,True,False,no_failure
4268,0.7767745,0.21595317,0.25408733,-0.56558,-1.1125686,False,True,False,no_failure
4269,0.45215502,0.21595317,-0.1876739,-0.0856756,-0.77051365,False,True,False,no_failure
4270,0.28985354,1.0359845,0.16205375,-0.56558,-0.60692215,False,True,False,no_failure
4271,1.5883149,1.7740076,0.49030688,-1.0387249,-1.1423125,False,True,False,no_failure
4272,-0.52168685,-0.7680693,-0.07109801,-0.3425257,0.37462682,False,False,True,no_failure
4273,0.7767745,0.707977,-0.19994505,0.0021941431,-1.7074467,False,True,False,no_failure
4274,-2.2529798,-2.326149,-0.37480885,0.45506158,-1.6777028,False,True,False,no_failure
4275,-0.79220027,-0.85007745,-0.38708,-0.05863889,0.52334636,False,True,False,no_failure
4276,-0.57579285,-0.85007745,0.38293436,-1.1739092,-1.2910321,False,True,False,no_failure
4277,-1.5496347,-1.178085,-0.13552153,-0.47095087,-1.4843674,False,True,False,no_failure
4278,-1.2791213,-1.0961019,0.330782,-0.56558,-1.9602699,False,False,True,no_failure
